Sales_Order_No,Doc_Type,Order_Date,Delivery_Date,Invoice_Date,Payment_Date,Customer_ID,Customer_Name,City,State,Country,Customer_Type,Material_Code,Material_Desc,Category,Plant,Shipping_Point,Division,Sales_Rep,Quantity,Unit_Price_INR,Discount_Pct,Net_Value_INR,COGS_INR,Gross_Profit_INR,Profit_Margin_Pct,Delivery_Days,Payment_Days,Order_Status,Month,Quarter,Year
SO-2024426,ZOR,2024-09-23,2024-10-03,2024-10-07,2024-10-22,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR002-Priya Patel,37,11674.95,11.65,381663.58,266400,115263.58,30.2,10,15.0,Payment Received,September,Q3,2024
SO-2024427,OR,2024-12-16,2024-12-25,2024-12-27,2025-01-15,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP03,30,SR002-Priya Patel,45,36951.97,6.29,1558318.0,945000,613318.0,39.36,9,19.0,Payment Received,December,Q4,2024
SO-2024428,OR,2024-10-12,2024-11-01,2024-11-02,2024-11-13,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP02,20,SR004-Meena Nair,21,9145.39,1.75,188699.44,107100,81599.44,43.24,20,11.0,Payment Received,October,Q4,2024
SO-2024429,ZEX,2024-03-18,2024-03-27,2024-03-28,2024-04-05,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP03,30,SR002-Priya Patel,12,1144.72,11.83,12111.35,8640,3471.35,28.66,9,8.0,Payment Received,March,Q1,2024
SO-2024430,ZOR,2024-04-28,2024-05-01,2024-05-04,2024-05-09,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP02,10,SR004-Meena Nair,45,3734.41,1.61,165344.43,94500,70844.43,42.85,3,5.0,Payment Received,April,Q2,2024
SO-2024431,OR,2024-03-11,2024-03-19,2024-03-21,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR002-Priya Patel,3,6067.73,11.63,16086.93,10800,5286.93,32.86,8,,Cancelled,March,Q1,2024
SO-2024432,ZEX,2024-02-03,2024-02-11,2024-02-15,2024-04-10,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,20,SR001-Rahul Sharma,40,3582.22,3.9,137702.33,84000,53702.33,39.0,8,55.0,Payment Received,February,Q1,2024
SO-2024433,ZOR,2024-06-09,2024-06-24,2024-06-29,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP03,10,SR004-Meena Nair,48,12429.48,6.43,558229.44,345600,212629.44,38.09,15,,Open,June,Q2,2024
SO-2024434,ZOR,2024-05-05,2024-05-24,2024-05-29,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR004-Meena Nair,48,14338.32,4.65,656244.49,432000,224244.49,34.17,19,,Cancelled,May,Q2,2024
SO-2024435,OR,2024-08-24,2024-09-01,2024-09-05,2024-09-23,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP02,10,SR005-Vikram Rao,40,1305.43,8.28,47893.76,28800,19093.76,39.87,8,18.0,Payment Received,August,Q3,2024
SO-2024436,OR,2024-10-26,2024-11-15,2024-11-17,2024-12-12,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP01,20,SR001-Rahul Sharma,27,21967.42,0.3,591347.26,356400,234947.26,39.73,20,25.0,Payment Received,October,Q4,2024
SO-2024437,OR,2024-12-20,2024-12-28,2024-12-29,2025-01-03,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP03,30,SR005-Vikram Rao,8,19006.81,7.61,140484.87,86400,54084.87,38.5,8,5.0,Payment Received,December,Q4,2024
SO-2024438,ZOR,2024-10-08,2024-10-23,2024-10-24,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR001-Rahul Sharma,11,13042.06,6.79,133727.38,79200,54527.38,40.78,15,,Open,October,Q4,2024
SO-2024439,OR,2024-06-07,2024-06-24,2024-06-27,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP01,20,SR004-Meena Nair,12,1161.16,1.58,13713.92,8640,5073.92,37.0,17,,Delivered,June,Q2,2024
SO-2024440,OR,2024-01-03,2024-01-21,2024-01-23,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP01,10,SR005-Vikram Rao,38,36712.22,5.44,1319105.06,798000,521105.06,39.5,18,,Delivered,January,Q1,2024
SO-2024441,OR,2024-11-17,2024-12-07,2024-12-09,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR005-Vikram Rao,12,8750.15,7.84,96770.32,64800,31970.32,33.04,20,,Invoiced,November,Q4,2024
SO-2024442,ZOR,2024-02-14,2024-02-18,2024-02-19,2024-03-16,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP03,30,SR002-Priya Patel,12,17535.61,3.41,203246.29,129600,73646.29,36.23,4,26.0,Payment Received,February,Q1,2024
SO-2024443,OR,2024-07-03,2024-07-07,2024-07-08,2024-08-26,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL03-Bangalore,SP01,20,SR004-Meena Nair,20,8985.81,10.77,160360.11,108000,52360.11,32.65,4,49.0,Payment Received,July,Q3,2024
SO-2024444,ZOR,2024-12-21,2025-01-01,2025-01-04,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR005-Vikram Rao,27,8743.92,8.35,216372.88,137700,78672.88,36.36,11,,Delivered,December,Q4,2024
SO-2024445,ZOR,2024-12-18,2024-12-30,2025-01-03,2025-02-10,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR004-Meena Nair,21,5933.69,6.9,116007.52,75600,40407.52,34.83,12,38.0,Payment Received,December,Q4,2024
SO-2024446,OR,2024-09-09,2024-09-17,2024-09-22,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP01,30,SR002-Priya Patel,46,5961.44,2.32,267856.85,165600,102256.85,38.18,8,,Delivered,September,Q3,2024
SO-2024447,ZEX,2024-07-31,2024-08-16,2024-08-17,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,20,SR003-Arjun Singh,23,9306.56,7.65,197675.92,124200,73475.92,37.17,16,,Delivered,July,Q3,2024
SO-2024448,ZEX,2024-06-06,2024-06-18,2024-06-23,2024-07-28,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,30,SR005-Vikram Rao,21,9052.97,1.37,187515.29,107100,80415.29,42.88,12,35.0,Payment Received,June,Q2,2024
SO-2024449,OR,2024-04-09,2024-04-22,2024-04-25,2024-06-23,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL02-Pune,SP01,30,SR004-Meena Nair,44,22481.06,5.69,932843.33,580800,352043.33,37.74,13,59.0,Payment Received,April,Q2,2024
SO-2024450,OR,2024-08-24,2024-09-09,2024-09-10,2024-11-02,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,34,17908.23,8.7,555909.84,367200,188709.84,33.95,16,53.0,Payment Received,August,Q3,2024
SO-2024451,ZEX,2024-02-03,2024-02-10,2024-02-13,2024-04-06,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP03,30,SR004-Meena Nair,2,18015.71,4.5,34408.97,21600,12808.97,37.23,7,53.0,Payment Received,February,Q1,2024
SO-2024452,OR,2024-02-29,2024-03-12,2024-03-15,2024-04-29,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP01,30,SR003-Arjun Singh,3,8916.52,1.04,26470.95,16200,10270.95,38.8,12,45.0,Payment Received,February,Q1,2024
SO-2024453,OR,2024-07-10,2024-07-14,2024-07-16,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,20,SR004-Meena Nair,6,8640.81,0.3,51689.74,30600,21089.74,40.8,4,,Open,July,Q3,2024
SO-2024454,ZEX,2024-06-07,2024-06-20,2024-06-22,2024-08-10,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,30,SR001-Rahul Sharma,7,37566.23,11.26,233363.66,147000,86363.66,37.01,13,49.0,Payment Received,June,Q2,2024
SO-2024455,OR,2024-09-24,2024-09-30,2024-10-01,2024-10-20,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,3,12636.69,7.13,35206.54,21600,13606.54,38.65,6,19.0,Payment Received,September,Q3,2024
SO-2024456,OR,2024-06-08,2024-06-17,2024-06-20,2024-07-02,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP01,10,SR003-Arjun Singh,13,8936.87,6.39,108758.53,70200,38558.53,35.45,9,12.0,Payment Received,June,Q2,2024
SO-2024457,OR,2024-11-14,2024-12-04,2024-12-09,,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR002-Priya Patel,14,15470.69,6.59,202311.22,126000,76311.22,37.72,20,,Invoiced,November,Q4,2024
SO-2024458,ZOR,2024-06-08,2024-06-21,2024-06-26,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP01,10,SR004-Meena Nair,4,8240.84,5.65,31101.33,20400,10701.33,34.41,13,,Delivered,June,Q2,2024
SO-2024459,ZOR,2024-12-26,2025-01-16,2025-01-20,2025-02-28,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP01,20,SR005-Vikram Rao,23,21931.05,9.81,454934.72,303600,151334.72,33.27,21,39.0,Payment Received,December,Q4,2024
SO-2024460,OR,2024-12-23,2025-01-09,2025-01-10,2025-02-08,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,20,8947.71,8.52,163702.66,102000,61702.66,37.69,17,29.0,Payment Received,December,Q4,2024
SO-2024461,OR,2024-04-03,2024-04-16,2024-04-19,2024-05-18,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR005-Vikram Rao,32,11454.48,5.7,345635.54,230400,115235.54,33.34,13,29.0,Payment Received,April,Q2,2024
SO-2024462,ZOR,2024-09-17,2024-09-23,2024-09-27,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1003,Electrical,Electrical,PL02-Pune,SP03,20,SR004-Meena Nair,46,23529.3,3.91,1040023.3,607200,432823.3,41.62,6,,Delivered,September,Q3,2024
SO-2024463,ZOR,2024-05-02,2024-05-12,2024-05-17,2024-05-27,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP03,20,SR005-Vikram Rao,31,12090.87,4.09,359492.31,223200,136292.31,37.91,10,10.0,Payment Received,May,Q2,2024
SO-2024464,ZEX,2024-03-29,2024-04-03,2024-04-08,2024-05-31,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,10,SR003-Arjun Singh,32,3385.02,7.15,100572.55,67200,33372.55,33.18,5,53.0,Payment Received,March,Q1,2024
SO-2024465,OR,2024-11-02,2024-11-08,2024-11-13,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,25,8492.45,7.74,195878.53,127500,68378.53,34.91,6,,Delivered,November,Q4,2024
SO-2024466,ZEX,2024-12-04,2024-12-11,2024-12-15,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP02,20,SR005-Vikram Rao,19,22186.94,6.94,392316.54,250800,141516.54,36.07,7,,Invoiced,December,Q4,2024
SO-2024467,ZEX,2024-08-10,2024-08-24,2024-08-25,2024-10-01,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP01,20,SR005-Vikram Rao,1,1250.07,6.13,1173.5,720,453.5,38.65,14,37.0,Payment Received,August,Q3,2024
SO-2024468,ZOR,2024-12-26,2025-01-15,2025-01-18,2025-01-25,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR004-Meena Nair,19,16197.78,2.82,299070.13,171000,128070.13,42.82,20,7.0,Payment Received,December,Q4,2024
SO-2024469,OR,2024-08-10,2024-08-30,2024-09-01,2024-10-13,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,10,SR003-Arjun Singh,12,12254.77,2.26,143735.61,86400,57335.61,39.89,20,42.0,Payment Received,August,Q3,2024
SO-2024470,ZEX,2024-03-09,2024-03-12,2024-03-13,2024-04-23,C011,Global Tech Corp,New York,NY,US,Export,MAT-1003,Electrical,Electrical,PL01-Mumbai,SP01,10,SR004-Meena Nair,2,21375.19,10.62,38210.85,26400,11810.85,30.91,3,41.0,Payment Received,March,Q1,2024
SO-2024471,OR,2024-08-05,2024-08-13,2024-08-17,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP03,10,SR005-Vikram Rao,28,9295.27,5.4,246211.62,151200,95011.62,38.59,8,,Invoiced,August,Q3,2024
SO-2024472,OR,2024-12-30,2025-01-18,2025-01-21,2025-02-16,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP02,10,SR005-Vikram Rao,35,3627.58,0.4,126455.65,73500,52955.65,41.88,19,26.0,Payment Received,December,Q4,2024
SO-2024473,OR,2024-03-13,2024-04-01,2024-04-04,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR001-Rahul Sharma,34,8174.75,10.68,248260.14,173400,74860.14,30.15,19,,Invoiced,March,Q1,2024
SO-2024474,ZEX,2024-10-23,2024-11-04,2024-11-09,2024-11-12,C011,Global Tech Corp,New York,NY,US,Export,MAT-1009,Electrical,Electrical,PL02-Pune,SP03,30,SR003-Arjun Singh,22,36058.92,0.13,792269.81,462000,330269.81,41.69,12,3.0,Payment Received,October,Q4,2024
SO-2024475,ZOR,2024-05-30,2024-06-11,2024-06-13,2024-06-15,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP01,30,SR004-Meena Nair,45,19591.73,8.99,802342.32,486000,316342.32,39.43,12,2.0,Payment Received,May,Q2,2024
SO-2024476,OR,2024-10-20,2024-10-24,2024-10-27,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1003,Electrical,Electrical,PL01-Mumbai,SP02,20,SR002-Priya Patel,48,22960.25,3.44,1064160.15,633600,430560.15,40.46,4,,Invoiced,October,Q4,2024
SO-2024477,ZOR,2024-05-20,2024-05-31,2024-06-01,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP02,10,SR003-Arjun Singh,8,1248.69,10.92,8898.49,5760,3138.49,35.27,11,,Invoiced,May,Q2,2024
SO-2024478,ZEX,2024-09-05,2024-09-13,2024-09-18,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP02,20,SR004-Meena Nair,3,3505.0,1.01,10408.49,6300,4108.49,39.47,8,,Invoiced,September,Q3,2024
SO-2024479,OR,2024-11-22,2024-11-30,2024-12-02,2025-01-07,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR004-Meena Nair,47,6457.65,0.65,301530.93,169200,132330.93,43.89,8,36.0,Payment Received,November,Q4,2024
SO-2024480,OR,2024-06-03,2024-06-21,2024-06-26,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP01,20,SR004-Meena Nair,25,6315.16,4.68,150488.9,90000,60488.9,40.19,18,,Invoiced,June,Q2,2024
SO-2024481,OR,2024-09-28,2024-10-02,2024-10-03,2024-11-30,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,20,SR003-Arjun Singh,35,18821.05,11.47,583151.8,378000,205151.8,35.18,4,58.0,Payment Received,September,Q3,2024
SO-2024482,ZOR,2024-05-10,2024-05-31,2024-06-04,2024-07-03,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR002-Priya Patel,50,8936.0,2.9,433835.63,255000,178835.63,41.22,21,29.0,Payment Received,May,Q2,2024
SO-2024483,OR,2024-01-06,2024-01-09,2024-01-10,2024-01-10,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP02,20,SR002-Priya Patel,27,33762.92,1.25,900232.19,567000,333232.19,37.02,3,0.0,Payment Received,January,Q1,2024
SO-2024484,ZOR,2024-11-13,2024-11-18,2024-11-19,2025-01-18,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR005-Vikram Rao,39,15727.36,10.03,551873.95,351000,200873.95,36.4,5,60.0,Payment Received,November,Q4,2024
SO-2024485,OR,2024-12-02,2024-12-23,2024-12-25,2025-02-20,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR003-Arjun Singh,8,12652.18,3.04,98140.37,57600,40540.37,41.31,21,57.0,Payment Received,December,Q4,2024
SO-2024486,ZEX,2024-12-20,2025-01-02,2025-01-05,2025-01-15,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP01,20,SR003-Arjun Singh,50,11533.19,9.33,522884.65,360000,162884.65,31.15,13,10.0,Payment Received,December,Q4,2024
SO-2024487,OR,2024-02-05,2024-02-23,2024-02-25,2024-04-04,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP01,30,SR001-Rahul Sharma,26,5860.6,5.9,143378.25,93600,49778.25,34.72,18,39.0,Payment Received,February,Q1,2024
SO-2024488,OR,2024-02-22,2024-02-26,2024-02-27,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,37,1270.96,9.33,42639.46,26640,15999.46,37.52,4,,Open,February,Q1,2024
SO-2024489,OR,2024-05-16,2024-05-23,2024-05-26,2024-07-22,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP03,10,SR005-Vikram Rao,26,12434.35,6.18,303298.79,187200,116098.79,38.28,7,57.0,Payment Received,May,Q2,2024
SO-2024490,ZOR,2024-07-15,2024-08-02,2024-08-03,2024-09-08,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,35,16353.84,4.31,547731.85,315000,232731.85,42.49,18,36.0,Payment Received,July,Q3,2024
SO-2024491,ZOR,2024-06-23,2024-06-28,2024-07-02,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1009,Electrical,Electrical,PL02-Pune,SP03,10,SR003-Arjun Singh,50,34772.28,2.44,1696236.38,1050000,646236.38,38.1,5,,Delivered,June,Q2,2024
SO-2024492,ZEX,2024-02-24,2024-03-09,2024-03-13,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR002-Priya Patel,41,12188.37,2.27,488361.62,295200,193161.62,39.55,14,,Delivered,February,Q1,2024
SO-2024493,OR,2024-02-02,2024-02-22,2024-02-25,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR001-Rahul Sharma,35,13136.92,9.74,415002.19,252000,163002.19,39.28,20,,Delivered,February,Q1,2024
SO-2024494,ZOR,2024-04-18,2024-05-07,2024-05-11,2024-07-10,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR002-Priya Patel,44,9184.51,6.44,378098.11,224400,153698.11,40.65,19,60.0,Payment Received,April,Q2,2024
SO-2024495,OR,2024-08-29,2024-09-02,2024-09-04,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR002-Priya Patel,42,14543.71,2.07,598209.91,378000,220209.91,36.81,4,,Open,August,Q3,2024
SO-2024496,OR,2024-02-24,2024-03-01,2024-03-05,2024-04-12,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR003-Arjun Singh,40,8356.23,9.65,301982.64,204000,97982.64,32.45,6,38.0,Payment Received,February,Q1,2024
SO-2024497,OR,2024-10-06,2024-10-13,2024-10-16,,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP01,20,SR002-Priya Patel,14,9581.71,7.12,124596.85,75600,48996.85,39.32,7,,Delivered,October,Q4,2024
SO-2024498,ZEX,2024-10-10,2024-10-18,2024-10-22,2024-11-06,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,10,SR001-Rahul Sharma,38,17209.89,1.2,646130.52,410400,235730.52,36.48,8,15.0,Payment Received,October,Q4,2024
SO-2024499,OR,2024-01-04,2024-01-07,2024-01-09,2024-03-08,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,10,SR002-Priya Patel,6,8976.1,7.12,50019.42,30600,19419.42,38.82,3,59.0,Payment Received,January,Q1,2024
SO-2024500,OR,2024-09-24,2024-10-11,2024-10-15,2024-10-30,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP01,30,SR003-Arjun Singh,12,1249.9,0.45,14931.05,8640,6291.05,42.13,17,15.0,Payment Received,September,Q3,2024
